郵遞區號,行政區,用電種類,用戶數,契約容量,售電度數(當月),售電度數(當年累計),當月：105年12月，當年累計：105年01~12月
720,官田,9低壓綜合營業用電小計,**,935 ,"226,326 ","2,517,068 ",
720,官田,10低壓綜合用電小計,**,"1,408 ","277,276 ","3,070,975 ",
720,官田,11低壓裝置電力,171 ,"1,492 ","355,536 ","4,685,453 ",
720,官田,12低壓需量電力,188 ,"6,808 ","1,114,520 ","13,903,694 ",
720,官田,13低壓電力小計,**,"8,300 ","1,470,056 ","18,589,147 ",
720,官田,14高壓電力,122 ,"68,901 ","19,404,340 ","238,346,226 ",
720,官田,15特高壓電力,*,"92,000 ","46,187,800 ","442,774,500 ",
720,官田,16高＆特高壓電力小計,**,"160,901 ","65,592,140 ","681,120,726 ",
720,官田,17電力小計,**,"169,201 ","67,062,196 ","699,709,873 ",
720,官田,18綜合＆電力小計,**,"170,609 ","67,339,472 ","702,780,848 ",
720,官田,19電燈＆綜合＆電力小計,**,"171,163 ","71,043,609 ","749,120,361 ",
720,官田,20臨時電燈,14 ,0 ,"2,588 ","97,340 ",
720,官田,21臨時電力,*,45 ,"7,040 ","108,880 ",
720,官田,22臨時用電小計,**,45 ,"9,628 ","206,220 ",
720,官田,23總計（含臨時用電）,**,"171,163 ","71,053,237 ","749,326,581 ",
720,官田,24表燈合計,**,554 ,"3,706,725 ","46,436,853 ",
720,官田,25綜合＆電力合計,**,"170,609 ","67,346,512 ","702,889,728 ",
721,麻豆,1表燈非營業用,"30,855 ",326 ,"6,170,497 ","88,414,868 ",
721,麻豆,2表燈營業用,"1,656 ","1,641 ","2,195,166 ","20,696,378 ",
721,麻豆,3表燈小計,**,"1,967 ","8,365,663 ","109,111,246 ",
721,麻豆,4低壓綜合裝置非營業用,*,0 ,0 ,0 ,
721,麻豆,5低壓綜合需量非營業用,30 ,"1,092 ","146,439 ","2,006,123 ",
721,麻豆,6低壓綜合非營業用電小計,**,"1,092 ","146,439 ","2,006,123 ",
721,麻豆,7低壓綜合裝置營業用,*,0 ,0 ,0 ,
721,麻豆,8低壓綜合需量營業用,77 ,"2,964 ","661,350 ","7,393,436 ",
721,麻豆,9低壓綜合營業用電小計,**,"2,964 ","661,350 ","7,393,436 ",
721,麻豆,10低壓綜合用電小計,**,"4,056 ","807,789 ","9,399,559 ",
721,麻豆,11低壓裝置電力,374 ,"3,395 ","1,001,538 ","11,825,151 ",
721,麻豆,12低壓需量電力,199 ,"5,608 ","856,168 ","11,420,583 ",
721,麻豆,13低壓電力小計,**,"9,003 ","1,857,706 ","23,245,734 ",
721,麻豆,14高壓電力,57 ,"50,326 ","19,407,309 ","240,206,984 ",
721,麻豆,15特高壓電力,*,"12,500 ","6,652,800 ","79,668,000 ",
721,麻豆,16高＆特高壓電力小計,**,"62,826 ","26,060,109 ","319,874,984 ",
721,麻豆,17電力小計,**,"71,829 ","27,917,815 ","343,120,718 ",
721,麻豆,18綜合＆電力小計,**,"75,885 ","28,725,604 ","352,520,277 ",
721,麻豆,19電燈＆綜合＆電力小計,**,"77,852 ","37,091,267 ","461,631,523 ",
721,麻豆,20臨時電燈,24 ,0 ,"8,360 ","53,880 ",
721,麻豆,21臨時電力,*,0 ,0 ,0 ,
721,麻豆,22臨時用電小計,**,0 ,"8,360 ","53,880 ",
721,麻豆,23總計（含臨時用電）,**,"77,852 ","37,099,627 ","461,685,403 ",
721,麻豆,24表燈合計,**,"1,967 ","8,374,023 ","109,165,126 ",
721,麻豆,25綜合＆電力合計,**,"75,885 ","28,725,604 ","352,520,277 ",
722,佳里,1表燈非營業用,"37,980 ",92 ,"7,863,832 ","110,399,698 ",
722,佳里,2表燈營業用,"2,112 ","1,993 ","2,274,308 ","25,908,412 ",
722,佳里,3表燈小計,**,"2,085 ","10,138,140 ","136,308,110 ",
722,佳里,4低壓綜合裝置非營業用,*,0 ,0 ,0 ,
722,佳里,5低壓綜合需量非營業用,23 ,"1,000 ","178,293 ","2,214,121 ",
722,佳里,6低壓綜合非營業用電小計,**,"1,000 ","178,293 ","2,214,121 ",
722,佳里,7低壓綜合裝置營業用,*,0 ,0 ,0 ,
722,佳里,8低壓綜合需量營業用,140 ,"5,760 ","1,420,019 ","17,390,881 ",
722,佳里,9低壓綜合營業用電小計,**,"5,760 ","1,420,019 ","17,390,881 ",
722,佳里,10低壓綜合用電小計,**,"6,760 ","1,598,312 ","19,605,002 ",
722,佳里,11低壓裝置電力,102 ,"1,032 ","136,170 ","1,736,918 ",
722,佳里,12低壓需量電力,189 ,"8,446 ","1,660,713 ","18,803,963 ",
722,佳里,13低壓電力小計,**,"9,478 ","1,796,883 ","20,540,881 ",
722,佳里,14高壓電力,59 ,"38,989 ","12,539,948 ","142,282,358 ",
722,佳里,15特高壓電力,*,0 ,0 ,0 ,
722,佳里,16高＆特高壓電力小計,**,"38,989 ","12,539,948 ","142,282,358 ",
722,佳里,17電力小計,**,"48,467 ","14,336,831 ","162,823,239 ",
722,佳里,18綜合＆電力小計,**,"55,227 ","15,935,143 ","182,428,241 ",
722,佳里,19電燈＆綜合＆電力小計,**,"57,312 ","26,073,283 ","318,736,351 ",
722,佳里,20臨時電燈,40 ,0 ,"5,377 ","117,009 ",
722,佳里,21臨時電力,*,0 ,0 ,0 ,
722,佳里,22臨時用電小計,**,0 ,"5,377 ","117,009 ",
722,佳里,23總計（含臨時用電）,**,"57,312 ","26,078,660 ","318,853,360 ",
722,佳里,24表燈合計,**,"2,085 ","10,143,517 ","136,425,119 ",
722,佳里,25綜合＆電力合計,**,"55,227 ","15,935,143 ","182,428,241 ",
723,西港,1表燈非營業用,"15,643 ",38 ,"3,236,862 ","43,843,598 ",
723,西港,2表燈營業用,786 ,690 ,"991,487 ","11,516,142 ",
723,西港,3表燈小計,**,728 ,"4,228,349 ","55,359,740 ",
723,西港,4低壓綜合裝置非營業用,*,0 ,0 ,0 ,
723,西港,5低壓綜合需量非營業用,7 ,178 ,"28,672 ","362,053 ",
723,西港,6低壓綜合非營業用電小計,**,178 ,"28,672 ","362,053 ",
723,西港,7低壓綜合裝置營業用,*,0 ,0 ,0 ,
723,西港,8低壓綜合需量營業用,42 ,"2,356 ","318,202 ","3,857,829 ",
723,西港,9低壓綜合營業用電小計,**,"2,356 ","318,202 ","3,857,829 ",
723,西港,10低壓綜合用電小計,**,"2,534 ","346,874 ","4,219,882 ",
723,西港,11低壓裝置電力,54 ,498 ,"63,296 ","967,656 ",
723,西港,12低壓需量電力,144 ,"5,401 ","794,874 ","10,211,227 ",
723,西港,13低壓電力小計,**,"5,899 ","858,170 ","11,178,883 ",
723,西港,14高壓電力,38 ,"16,899 ","3,969,691 ","48,274,929 ",
723,西港,15特高壓電力,*,0 ,0 ,0 ,
723,西港,16高＆特高壓電力小計,**,"16,899 ","3,969,691 ","48,274,929 ",
723,西港,17電力小計,**,"22,798 ","4,827,861 ","59,453,812 ",
723,西港,18綜合＆電力小計,**,"25,332 ","5,174,735 ","63,673,694 ",
723,西港,19電燈＆綜合＆電力小計,**,"26,060 ","9,403,084 ","119,033,434 ",
723,西港,20臨時電燈,14 ,0 ,876 ,"17,168 ",
723,西港,21臨時電力,*,0 ,0 ,0 ,
723,西港,22臨時用電小計,**,0 ,876 ,"17,168 ",
723,西港,23總計（含臨時用電）,**,"26,060 ","9,403,960 ","119,050,602 ",
723,西港,24表燈合計,**,728 ,"4,229,225 ","55,376,908 ",
723,西港,25綜合＆電力合計,**,"25,332 ","5,174,735 ","63,673,694 ",
724,七股,1表燈非營業用,"10,255 ",0 ,"3,036,267 ","31,817,555 ",
724,七股,2表燈營業用,368 ,235 ,"590,003 ","5,425,027 ",
724,七股,3表燈小計,**,235 ,"3,626,270 ","37,242,582 ",
724,七股,4低壓綜合裝置非營業用,*,0 ,0 ,0 ,
724,七股,5低壓綜合需量非營業用,6 ,239 ,"59,190 ","854,983 ",
724,七股,6低壓綜合非營業用電小計,**,239 ,"59,190 ","854,983 ",
724,七股,7低壓綜合裝置營業用,*,0 ,0 ,0 ,
724,七股,8低壓綜合需量營業用,39 ,"1,419 ","206,184 ","2,889,118 ",
724,七股,9低壓綜合營業用電小計,**,"1,419 ","206,184 ","2,889,118 ",
724,七股,10低壓綜合用電小計,**,"1,658 ","265,374 ","3,744,101 ",
724,七股,11低壓裝置電力,"1,058 ","11,538 ","1,594,208 ","20,237,813 ",
724,七股,12低壓需量電力,456 ,"8,191 ","1,139,442 ","14,078,069 ",
724,七股,13低壓電力小計,**,"19,729 ","2,733,650 ","34,315,882 ",
724,七股,14高壓電力,20 ,"14,529 ","4,670,406 ","50,226,543 ",
724,七股,15特高壓電力,*,0 ,0 ,0 ,
724,七股,16高＆特高壓電力小計,**,"14,529 ","4,670,406 ","50,226,543 ",
724,七股,17電力小計,**,"34,258 ","7,404,056 ","84,542,425 ",
724,七股,18綜合＆電力小計,**,"35,916 ","7,669,430 ","88,286,526 ",
724,七股,19電燈＆綜合＆電力小計,**,"36,151 ","11,295,700 ","125,529,108 ",
724,七股,20臨時電燈,11 ,0 ,"2,217 ","67,382 ",
724,七股,21臨時電力,*,139 ,"9,840 ","170,760 ",
724,七股,22臨時用電小計,**,139 ,"12,057 ","238,142 ",
724,七股,23總計（含臨時用電）,**,"36,151 ","11,307,757 ","125,767,250 ",
724,七股,24表燈合計,**,235 ,"3,628,487 ","37,309,964 ",
724,七股,25綜合＆電力合計,**,"35,916 ","7,679,270 ","88,457,286 ",
725,將軍,1表燈非營業用,"11,808 ",20 ,"2,621,536 ","28,177,063 ",
725,將軍,2表燈營業用,354 ,321 ,"376,638 ","3,785,659 ",
725,將軍,3表燈小計,**,341 ,"2,998,174 ","31,962,722 ",
725,將軍,4低壓綜合裝置非營業用,*,0 ,0 ,0 ,
725,將軍,5低壓綜合需量非營業用,*,74 ,"9,320 ","111,480 ",
725,將軍,6低壓綜合非營業用電小計,**,74 ,"9,320 ","111,480 ",
725,將軍,7低壓綜合裝置營業用,*,0 ,0 ,0 ,
725,將軍,8低壓綜合需量營業用,32 ,"1,442 ","257,849 ","3,765,031 ",
725,將軍,9低壓綜合營業用電小計,**,"1,442 ","257,849 ","3,765,031 ",
725,將軍,10低壓綜合用電小計,**,"1,516 ","267,169 ","3,876,511 ",
725,將軍,11低壓裝置電力,231 ,"2,097 ","279,445 ","4,712,165 ",
725,將軍,12低壓需量電力,109 ,"2,808 ","634,924 ","8,074,652 ",
725,將軍,13低壓電力小計,**,"4,905 ","914,369 ","12,786,817 ",
725,將軍,14高壓電力,16 ,"11,555 ","2,820,491 ","37,953,781 ",
725,將軍,15特高壓電力,*,0 ,0 ,0 ,
725,將軍,16高＆特高壓電力小計,**,"11,555 ","2,820,491 ","37,953,781 ",
725,將軍,17電力小計,**,"16,460 ","3,734,860 ","50,740,598 ",
725,將軍,18綜合＆電力小計,**,"17,976 ","4,002,029 ","54,617,109 ",
725,將軍,19電燈＆綜合＆電力小計,**,"18,317 ","7,000,203 ","86,579,831 ",
725,將軍,20臨時電燈,*,0 ,389 ,"8,367 ",
725,將軍,21臨時電力,*,0 ,0 ,0 ,
725,將軍,22臨時用電小計,**,0 ,389 ,"8,367 ",
725,將軍,23總計（含臨時用電）,**,"18,317 ","7,000,592 ","86,588,198 ",
725,將軍,24表燈合計,**,341 ,"2,998,563 ","31,971,089 ",
725,將軍,25綜合＆電力合計,**,"17,976 ","4,002,029 ","54,617,109 ",
726,學甲,1表燈非營業用,"15,849 ",81 ,"3,248,319 ","43,987,118 ",
726,學甲,2表燈營業用,825 ,707 ,"755,138 ","8,080,531 ",
726,學甲,3表燈小計,**,788 ,"4,003,457 ","52,067,649 ",
726,學甲,4低壓綜合裝置非營業用,*,0 ,0 ,0 ,
726,學甲,5低壓綜合需量非營業用,10 ,341 ,"43,477 ","549,134 ",
726,學甲,6低壓綜合非營業用電小計,**,341 ,"43,477 ","549,134 ",
726,學甲,7低壓綜合裝置營業用,*,0 ,0 ,0 ,
726,學甲,8低壓綜合需量營業用,51 ,"1,882 ","348,089 ","4,684,785 ",
726,學甲,9低壓綜合營業用電小計,**,"1,882 ","348,089 ","4,684,785 ",
726,學甲,10低壓綜合用電小計,**,"2,223 ","391,566 ","5,233,919 ",
726,學甲,11低壓裝置電力,875 ,"8,780 ","2,801,253 ","34,550,401 ",
726,學甲,12低壓需量電力,235 ,"5,624 ","945,672 ","11,572,791 ",
726,學甲,13低壓電力小計,**,"14,404 ","3,746,925 ","46,123,192 ",
726,學甲,14高壓電力,31 ,"14,840 ","3,952,244 ","47,007,656 ",
726,學甲,15特高壓電力,*,"13,500 ","4,944,000 ","60,938,400 ",
726,學甲,16高＆特高壓電力小計,**,"28,340 ","8,896,244 ","107,946,056 ",
726,學甲,17電力小計,**,"42,744 ","12,643,169 ","154,069,248 ",
726,學甲,18綜合＆電力小計,**,"44,967 ","13,034,735 ","159,303,167 ",
726,學甲,19電燈＆綜合＆電力小計,**,"45,755 ","17,038,192 ","211,370,816 ",
726,學甲,20臨時電燈,13 ,0 ,"4,040 ","23,672 ",
726,學甲,21臨時電力,*,900 ,"77,400 ","77,400 ",
726,學甲,22臨時用電小計,**,900 ,"81,440 ","101,072 ",
726,學甲,23總計（含臨時用電）,**,"45,755 ","17,119,632 ","211,471,888 ",
726,學甲,24表燈合計,**,788 ,"4,007,497 ","52,091,321 ",
726,學甲,25綜合＆電力合計,**,"44,967 ","13,112,135 ","159,380,567 ",
727,北門,1表燈非營業用,"5,421 ",14 ,"1,366,032 ","15,426,617 ",
727,北門,2表燈營業用,136 ,99 ,"161,743 ","1,663,730 ",
727,北門,3表燈小計,**,113 ,"1,527,775 ","17,090,347 ",
727,北門,4低壓綜合裝置非營業用,*,0 ,0 ,0 ,
727,北門,5低壓綜合需量非營業用,9 ,409 ,"62,318 ","680,788 ",
727,北門,6低壓綜合非營業用電小計,**,409 ,"62,318 ","680,788 ",
727,北門,7低壓綜合裝置營業用,*,0 ,0 ,0 ,
727,北門,8低壓綜合需量營業用,14 ,354 ,"107,571 ","1,319,818 ",
727,北門,9低壓綜合營業用電小計,**,354 ,"107,571 ","1,319,818 ",
727,北門,10低壓綜合用電小計,**,763 ,"169,889 ","2,000,606 ",
727,北門,11低壓裝置電力,"1,606 ","13,358 ","2,554,542 ","29,289,937 ",
727,北門,12低壓需量電力,179 ,"2,378 ","449,165 ","4,382,519 ",
727,北門,13低壓電力小計,**,"15,736 ","3,003,707 ","33,672,456 ",
727,北門,14高壓電力,*,860 ,"173,028 ","2,848,456 ",
727,北門,15特高壓電力,*,0 ,0 ,0 ,
727,北門,16高＆特高壓電力小計,**,860 ,"173,028 ","2,848,456 ",
727,北門,17電力小計,**,"16,596 ","3,176,735 ","36,520,912 ",
727,北門,18綜合＆電力小計,**,"17,359 ","3,346,624 ","38,521,518 ",
727,北門,19電燈＆綜合＆電力小計,**,"17,472 ","4,874,399 ","55,611,865 ",
727,北門,20臨時電燈,*,0 ,0 ,"14,986 ",
727,北門,21臨時電力,*,0 ,0 ,0 ,
727,北門,22臨時用電小計,**,0 ,0 ,"14,986 ",
727,北門,23總計（含臨時用電）,**,"17,472 ","4,874,399 ","55,626,851 ",
727,北門,24表燈合計,**,113 ,"1,527,775 ","17,105,333 ",
727,北門,25綜合＆電力合計,**,"17,359 ","3,346,624 ","38,521,518 ",
730,新營,1表燈非營業用,"48,371 ",615 ,"12,598,612 ","142,892,658 ",
730,新營,2表燈營業用,"3,465 ","3,025 ","4,019,169 ","40,700,608 ",
730,新營,3表燈小計,**,"3,640 ","16,617,781 ","183,593,266 ",
730,新營,4低壓綜合裝置非營業用,*,0 ,0 ,0 ,
730,新營,5低壓綜合需量非營業用,103 ,"4,813 ","686,143 ","8,245,779 ",
730,新營,6低壓綜合非營業用電小計,**,"4,813 ","686,143 ","8,245,779 ",
730,新營,7低壓綜合裝置營業用,*,0 ,0 ,0 ,
730,新營,8低壓綜合需量營業用,211 ,"9,510 ","2,078,527 ","26,021,928 ",
730,新營,9低壓綜合營業用電小計,**,"9,510 ","2,078,527 ","26,021,928 ",
730,新營,10低壓綜合用電小計,**,"14,323 ","2,764,670 ","34,267,707 ",
730,新營,11低壓裝置電力,134 ,"1,304 ","305,847 ","3,904,644 ",
730,新營,12低壓需量電力,189 ,"9,027 ","1,683,250 ","18,862,337 ",
730,新營,13低壓電力小計,**,"10,331 ","1,989,097 ","22,766,981 ",
730,新營,14高壓電力,108 ,"61,733 ","20,436,340 ","250,279,343 ",
730,新營,15特高壓電力,*,"47,350 ","21,556,800 ","299,328,000 ",
730,新營,16高＆特高壓電力小計,**,"109,083 ","41,993,140 ","549,607,343 ",
730,新營,17電力小計,**,"119,414 ","43,982,237 ","572,374,324 ",
730,新營,18綜合＆電力小計,**,"133,737 ","46,746,907 ","606,642,031 ",
730,新營,19電燈＆綜合＆電力小計,**,"137,377 ","63,364,688 ","790,235,297 ",
730,新營,20臨時電燈,78 ,0 ,"16,375 ","160,854 ",
730,新營,21臨時電力,*,169 ,"7,120 ","80,160 ",
730,新營,22臨時用電小計,**,169 ,"23,495 ","241,014 ",
730,新營,23總計（含臨時用電）,**,"137,377 ","63,388,183 ","790,476,311 ",
730,新營,24表燈合計,**,"3,640 ","16,634,156 ","183,754,120 ",
730,新營,25綜合＆電力合計,**,"133,737 ","46,754,027 ","606,722,191 ",
731,後壁,1表燈非營業用,"15,927 ",0 ,"2,623,121 ","39,409,635 ",
731,後壁,2表燈營業用,523 ,532 ,"444,093 ","6,308,853 ",
731,後壁,3表燈小計,**,532 ,"3,067,214 ","45,718,488 ",
731,後壁,4低壓綜合裝置非營業用,*,0 ,0 ,0 ,
731,後壁,5低壓綜合需量非營業用,6 ,237 ,"33,230 ","472,936 ",
731,後壁,6低壓綜合非營業用電小計,**,237 ,"33,230 ","472,936 ",
731,後壁,7低壓綜合裝置營業用,*,0 ,0 ,0 ,
731,後壁,8低壓綜合需量營業用,23 ,846 ,"207,219 ","2,468,592 ",
731,後壁,9低壓綜合營業用電小計,**,846 ,"207,219 ","2,468,592 ",
731,後壁,10低壓綜合用電小計,**,"1,083 ","240,449 ","2,941,528 ",
731,後壁,11低壓裝置電力,111 ,"1,413 ","177,764 ","2,222,380 ",
731,後壁,12低壓需量電力,235 ,"15,965 ","3,529,880 ","44,075,932 ",
731,後壁,13低壓電力小計,**,"17,378 ","3,707,644 ","46,298,312 ",
731,後壁,14高壓電力,33 ,"9,945 ","2,720,741 ","34,777,219 ",
731,後壁,15特高壓電力,*,0 ,0 ,0 ,
731,後壁,16高＆特高壓電力小計,**,"9,945 ","2,720,741 ","34,777,219 ",
731,後壁,17電力小計,**,"27,323 ","6,428,385 ","81,075,531 ",
731,後壁,18綜合＆電力小計,**,"28,406 ","6,668,834 ","84,017,059 ",
731,後壁,19電燈＆綜合＆電力小計,**,"28,938 ","9,736,048 ","129,735,547 ",
731,後壁,20臨時電燈,11 ,0 ,146 ,"36,051 ",
731,後壁,21臨時電力,*,100 ,"27,400 ","39,800 ",
731,後壁,22臨時用電小計,**,100 ,"27,546 ","75,851 ",
731,後壁,23總計（含臨時用電）,**,"28,938 ","9,763,594 ","129,811,398 ",
731,後壁,24表燈合計,**,532 ,"3,067,360 ","45,754,539 ",
731,後壁,25綜合＆電力合計,**,"28,406 ","6,696,234 ","84,056,859 ",
732,白河,1表燈非營業用,"19,191 ",196 ,"3,787,815 ","47,727,625 ",
732,白河,2表燈營業用,"1,172 ",747 ,"1,082,078 ","13,132,201 ",
732,白河,3表燈小計,**,943 ,"4,869,893 ","60,859,826 ",
732,白河,4低壓綜合裝置非營業用,*,0 ,0 ,0 ,
732,白河,5低壓綜合需量非營業用,19 ,"1,071 ","269,849 ","3,019,481 ",
732,白河,6低壓綜合非營業用電小計,**,"1,071 ","269,849 ","3,019,481 ",
732,白河,7低壓綜合裝置營業用,*,0 ,0 ,0 ,
732,白河,8低壓綜合需量營業用,36 ,"1,947 ","529,666 ","6,256,170 ",
732,白河,9低壓綜合營業用電小計,**,"1,947 ","529,666 ","6,256,170 ",
732,白河,10低壓綜合用電小計,**,"3,018 ","799,515 ","9,275,651 ",
732,白河,11低壓裝置電力,250 ,"2,367 ","367,508 ","4,181,839 ",
732,白河,12低壓需量電力,135 ,"4,721 ","1,068,404 ","12,933,426 ",
732,白河,13低壓電力小計,**,"7,088 ","1,435,912 ","17,115,265 ",
732,白河,14高壓電力,21 ,"10,853 ","3,968,260 ","43,700,737 ",
732,白河,15特高壓電力,*,0 ,0 ,0 ,
732,白河,16高＆特高壓電力小計,**,"10,853 ","3,968,260 ","43,700,737 ",
732,白河,17電力小計,**,"17,941 ","5,404,172 ","60,816,002 ",
732,白河,18綜合＆電力小計,**,"20,959 ","6,203,687 ","70,091,653 ",
732,白河,19電燈＆綜合＆電力小計,**,"21,902 ","11,073,580 ","130,951,479 ",
732,白河,20臨時電燈,9 ,0 ,260 ,"3,622 ",
732,白河,21臨時電力,*,49 ,"3,360 ","56,280 ",
732,白河,22臨時用電小計,**,49 ,"3,620 ","59,902 ",
732,白河,23總計（含臨時用電）,**,"21,902 ","11,077,200 ","131,011,381 ",
732,白河,24表燈合計,**,943 ,"4,870,153 ","60,863,448 ",
732,白河,25綜合＆電力合計,**,"20,959 ","6,207,047 ","70,147,933 ",
733,東山,1表燈非營業用,"13,717 ",25 ,"1,682,584 ","31,257,926 ",
733,東山,2表燈營業用,435 ,207 ,"170,675 ","3,575,179 ",
733,東山,3表燈小計,**,232 ,"1,853,259 ","34,833,105 ",
733,東山,4低壓綜合裝置非營業用,*,0 ,0 ,0 ,
733,東山,5低壓綜合需量非營業用,7 ,349 ,"36,506 ","447,869 ",
733,東山,6低壓綜合非營業用電小計,**,349 ,"36,506 ","447,869 ",
733,東山,7低壓綜合裝置營業用,*,0 ,0 ,0 ,
733,東山,8低壓綜合需量營業用,19 ,713 ,"127,958 ","1,427,437 ",
733,東山,9低壓綜合營業用電小計,**,713 ,"127,958 ","1,427,437 ",
733,東山,10低壓綜合用電小計,**,"1,062 ","164,464 ","1,875,306 ",
733,東山,11低壓裝置電力,63 ,788 ,"152,730 ","1,832,617 ",
733,東山,12低壓需量電力,48 ,"1,341 ","202,496 ","2,770,635 ",
733,東山,13低壓電力小計,**,"2,129 ","355,226 ","4,603,252 ",
733,東山,14高壓電力,12 ,"5,158 ","1,632,100 ","19,529,020 ",
733,東山,15特高壓電力,*,0 ,"25,200 ","193,200 ",
733,東山,16高＆特高壓電力小計,**,"5,158 ","1,657,300 ","19,722,220 ",
733,東山,17電力小計,**,"7,287 ","2,012,526 ","24,325,472 ",
733,東山,18綜合＆電力小計,**,"8,349 ","2,176,990 ","26,200,778 ",
733,東山,19電燈＆綜合＆電力小計,**,"8,581 ","4,030,249 ","61,033,883 ",
733,東山,20臨時電燈,6 ,0 ,0 ,"12,613 ",
